Task_ID,Project_Phase,Start_Date,End_Date,Planned_Duration_Days,Task_Duration_Days,Schedule_Variance_Days,Delay_Flag,Labor_Required,Equipment_Units,Planned_Cost_USD,Material_Cost_USD,Cost_Variance_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Safety_Incident_Count,Incident_Severity,Near_Miss_Count,Safety_Score
T1249,Closeout & Commissioning,2025-02-10,2025-03-20,35,38,3,1,10,1,9086.3,10743.99,1657.69,25,Medium,0.63,0.5,3,1,Minor,0,84.8
T1250,MEP,2024-09-10,2024-09-19,7,9,2,1,16,2,90987.82,95715.32,4727.5,11,High,0.87,0.56,4,1,Serious,2,58.0
T1251,Finishing & Interiors,2024-11-28,2025-01-20,40,53,13,1,16,7,53035.49,60336.61,7301.12,1,Low,0.23,0.33,3,0,None,0,100.0
T1252,MEP,2024-09-16,2024-10-30,41,44,3,1,10,2,73868.81,73136.97,-731.84,10,Low,0.49,0.39,1,0,None,0,100.0
T1253,Foundation & Sitework,2024-04-15,2024-07-10,86,86,0,0,13,6,26339.12,32221.01,5881.89,11,High,0.39,0.17,2,0,None,0,97.5
T1254,Foundation & Sitework,2024-05-03,2024-05-27,27,24,-3,0,6,3,30023.36,39921.57,9898.21,27,Low,0.56,0.14,2,0,None,0,99.5
T1255,MEP,2024-10-23,2025-01-12,74,81,7,1,12,4,22226.7,24455.48,2228.78,17,Low,0.26,0.3,4,0,None,3,87.2
T1256,Structural,2024-06-06,2024-08-19,79,74,-5,0,9,8,10598.83,10599.6,0.77,12,Low,0.96,0.16,4,0,None,1,94.1
T1257,Foundation & Sitework,2024-04-22,2024-05-22,24,30,6,1,13,3,16804.97,18724.13,1919.16,4,Low,0.38,0.18,1,0,None,1,92.0
T1258,MEP,2024-08-28,2024-10-26,51,59,8,1,4,6,69805.13,79953.89,10148.76,21,High,0.94,0.75,3,0,None,2,89.4
T1259,Pre-Construction,2024-03-19,2024-06-14,62,87,25,1,11,1,53200.22,68077.03,14876.81,11,Medium,0.54,0.13,2,1,Serious,0,64.8
T1260,MEP,2024-11-06,2025-01-26,60,81,21,1,18,7,45190.68,55145.96,9955.28,1,Medium,0.99,0.63,3,0,None,0,97.4
T1261,Structural,2024-09-02,2024-11-22,81,81,0,0,11,8,48768.71,48033.9,-734.81,4,High,0.64,0.32,1,1,Minor,1,83.6
T1262,Finishing & Interiors,2024-12-17,2024-12-31,13,14,1,1,4,8,91226.1,92320.99,1094.89,6,Low,0.94,0.8,2,0,None,2,97.4
T1263,Structural,2024-08-22,2024-08-31,8,9,1,1,18,3,6379.05,8200.76,1821.71,25,Low,0.2,0.49,2,1,Minor,0,85.5
T1264,MEP,2024-10-31,2024-12-10,30,40,10,1,1,1,27537.71,28779.48,1241.77,25,Low,0.8,0.34,0,0,None,0,96.5
T1265,Pre-Construction,2024-03-12,2024-05-17,58,66,8,1,7,9,27606.45,35643.85,8037.4,23,Low,0.92,0.51,1,0,None,1,99.3
T1266,Pre-Construction,2024-03-25,2024-04-19,22,25,3,1,6,6,70426.14,78460.16,8034.02,11,Low,0.31,0.41,1,0,None,0,100.0
T1267,Structural,2024-08-12,2024-10-24,67,73,6,1,15,9,89411.54,99258.95,9847.41,15,High,0.28,0.55,0,0,None,1,99.3
T1268,MEP,2024-08-21,2024-09-12,20,22,2,1,18,7,24838.38,24826.38,-12.0,22,Medium,0.54,0.19,3,0,None,0,100.0
T1269,MEP,2024-11-01,2024-11-05,3,4,1,1,11,1,100066.74,87556.43,-12510.31,7,Low,0.95,0.9,0,1,Minor,2,83.8
T1270,Structural,2024-08-26,2024-09-21,29,26,-3,0,15,1,86205.83,83231.65,-2974.18,29,Medium,0.63,0.44,1,0,None,1,97.7
T1271,MEP,2024-10-04,2024-12-01,51,58,7,1,16,6,24920.66,23241.08,-1679.58,27,Medium,0.62,0.38,3,0,None,3,89.4
T1272,Finishing & Interiors,2024-10-28,2024-11-26,33,29,-4,0,7,5,41112.06,40533.93,-578.13,8,High,0.31,0.67,2,0,None,3,92.5
T1273,Finishing & Interiors,2024-12-03,2025-02-28,77,87,10,1,10,9,41384.82,41557.61,172.79,14,High,0.2,0.39,0,0,None,3,86.7
T1274,Pre-Construction,2024-04-01,2024-05-08,29,37,8,1,12,2,90621.55,97843.85,7222.3,4,Medium,0.85,0.77,3,0,None,2,98.0
T1275,MEP,2024-10-29,2025-01-12,64,75,11,1,14,8,18851.42,18908.3,56.88,12,Medium,0.27,0.46,3,1,Moderate,0,71.2
T1276,Foundation & Sitework,2024-05-31,2024-08-09,52,70,18,1,5,5,70917.52,80116.64,9199.12,4,Medium,0.71,0.68,3,0,None,0,98.3
T1277,Structural,2024-07-23,2024-08-10,21,18,-3,0,18,2,26198.08,34085.08,7887.0,10,Medium,0.93,0.19,0,0,None,1,100.0
T1278,Closeout & Commissioning,2025-01-22,2025-04-17,70,85,15,1,5,6,74124.74,73356.16,-768.58,9,Low,0.37,0.78,2,0,None,3,92.0
T1279,Foundation & Sitework,2024-04-12,2024-05-24,36,42,6,1,3,8,36571.82,42581.09,6009.27,19,Low,0.73,0.69,3,0,None,0,98.9
T1280,MEP,2024-09-19,2024-10-30,35,41,6,1,5,4,43842.27,58257.62,14415.35,12,Medium,0.26,0.27,0,0,None,0,99.7
T1281,MEP,2024-09-04,2024-10-12,28,38,10,1,17,2,90589.52,83428.57,-7160.95,8,Low,0.68,0.22,1,0,None,1,100.0
T1282,Finishing & Interiors,2024-11-14,2024-12-18,33,34,1,1,19,5,77161.19,80612.39,3451.2,20,Low,0.33,0.35,0,0,None,5,83.4
T1283,MEP,2024-09-05,2024-09-22,13,17,4,1,19,2,79165.62,86775.9,7610.28,13,Medium,0.79,0.88,0,0,None,0,100.0
T1284,Pre-Construction,2024-04-15,2024-05-22,33,37,4,1,12,2,7470.36,6902.12,-568.24,17,Low,0.44,0.31,0,0,None,0,95.9
T1285,Structural,2024-07-18,2024-08-12,18,25,7,1,9,6,68559.01,69513.0,953.99,14,Medium,0.57,0.46,3,0,None,2,96.8
T1286,MEP,2024-10-04,2024-12-19,65,76,11,1,1,9,11315.47,14858.75,3543.28,9,Medium,0.68,0.12,0,1,Moderate,0,78.5
T1287,Foundation & Sitework,2024-05-16,2024-08-11,62,87,25,1,18,4,33787.36,42166.04,8378.68,23,High,0.34,0.42,1,0,None,3,87.8
T1288,Structural,2024-08-19,2024-11-13,86,86,0,0,4,6,50386.36,55310.25,4923.89,6,Low,0.79,0.56,3,0,None,0,99.3
T1289,Pre-Construction,2024-03-13,2024-06-06,76,85,9,1,10,7,44994.97,40871.21,-4123.76,7,Low,0.44,0.86,1,1,Minor,0,81.7
T1290,Pre-Construction,2024-03-19,2024-04-15,28,27,-1,0,7,6,52906.09,52441.56,-464.53,27,Medium,0.73,0.51,4,0,None,0,100.0
T1291,Structural,2024-06-03,2024-07-30,58,57,-1,0,1,8,76029.5,99656.1,23626.6,2,High,0.33,0.76,0,1,Minor,1,82.4
T1292,Foundation & Sitework,2024-04-04,2024-05-05,31,31,0,0,17,4,11164.51,14386.51,3222.0,14,High,0.75,0.54,3,1,Moderate,0,76.4
T1293,MEP,2024-11-04,2024-11-10,4,6,2,1,2,1,58141.49,67870.15,9728.66,15,Low,0.3,0.13,3,0,None,3,88.0
T1294,MEP,2024-09-25,2024-11-04,35,40,5,1,11,7,45147.53,40204.1,-4943.43,3,Low,0.54,0.35,0,0,None,0,97.1
T1295,Finishing & Interiors,2024-11-13,2024-11-25,10,12,2,1,9,3,11990.75,14167.97,2177.22,20,High,0.4,0.56,2,1,Moderate,0,70.4
T1296,Foundation & Sitework,2024-05-06,2024-06-28,53,53,0,0,7,6,16750.18,16714.94,-35.24,5,Low,0.8,0.86,2,0,None,0,98.2
T1297,Foundation & Sitework,2024-05-24,2024-08-03,65,71,6,1,17,2,89731.15,94978.04,5246.89,0,Medium,0.41,0.79,1,0,None,1,97.6
T1298,Foundation & Sitework,2024-05-24,2024-06-03,7,10,3,1,17,9,86763.35,88080.55,1317.2,3,Low,0.91,0.28,0,0,None,2,97.6
T1299,MEP,2024-08-21,2024-10-05,35,45,10,1,2,1,99290.68,90797.15,-8493.53,10,Low,0.91,0.28,0,1,Minor,1,83.7
T1300,Finishing & Interiors,2024-12-27,2025-01-13,13,17,4,1,6,6,98244.94,99161.74,916.8,11,Low,0.36,0.26,4,0,None,0,99.4
